,Requirement,Services
930,"In this case, user can add the items he/she likes to his cart by touching â€œAdd to the cartâ€ button.","Amazon S3,Amazon CloudFront,Amazon RDS,Amazon Lambda"
931,"In this case, the user can buy items he/she has added to cart with credits, if the items are available for buying with credits.","Amazon S3,Amazon CloudFront,Amazon RDS,Amazon Lambda"
932,"In this case, if the item the user wants is available for exchange, the user can request the exchange of items that he/she has with the item he/she wants.","Amazon S3,Amazon CloudFront,Amazon RDS,Amazon Lambda"
933,"In this case, the user can approve the exchange that is offered by another user by clicking â€œApproveâ€ button.","Amazon S3,Amazon CloudFront,Amazon RDS,Amazon Lambda"
934,"In this case, the user can decline the exchange that is offered by another user by clicking â€œDeclineâ€ button.","Amazon S3,Amazon CloudFront,Amazon RDS,Amazon Lambda"
935,"In this case, the user notifies other user that the shipment of the item has started.","Amazon S3,Amazon CloudFront,Amazon RDS,Amazon Lambda"
936,"In this case, the user can add as many as items he/she wants. The user can also set the price, set the amount, upload pictures of the item and add details of the item.","Amazon S3,Amazon CloudFront,Amazon RDS,Amazon Lambda"
937,"In this case, the user can edit the items that he/she has already put on the system. The user can add/remove pictures, change the price and details of the item.","Amazon S3,Amazon CloudFront,Amazon RDS,Amazon Lambda"
938,"In this case, if the user no longer wishes to sell/exchange the item, he/she can remove the item from the system by touching â€œRemove the itemâ€ button.","Amazon S3,Amazon CloudFront,Amazon RDS,Amazon Lambda"
939,"In this case, if the user no longer wishes to use the system, he/she can click â€œDelete Profileâ€ button. After deleting the profile, the user will no longer be able to use the system with the account details that he entered before.","Amazon S3,Amazon CloudFront,Amazon RDS,Amazon Lambda"
940,"In this case, the user can mark an item as a favorite so that he will be notified if any change is made to the item","Amazon S3,Amazon CloudFront,Amazon RDS,Amazon Lambda"
941,"In this case, the user can rate and comment about the users whom he traded with.","Amazon S3,Amazon CloudFront,Amazon RDS,Amazon Lambda"
942,The client will send a GET request to the Web API with the question as a URL parameter The client will specify the header Content-Type: application/json in their requests as convention. A valid API query is a single URL parameter containing one sentence that is a question in standard English.,"Amazon S3,Amazon CloudFront,Amazon RDS,Amazon Lambda"
943,"The server will reply with either data or an error, see R4.1.3.5. The client will be able to parse the JSON and determine if there was an error. The server will send all API data in JSON response documents with the header Content-Type: application/json. The server will respond with a 200 OK status code if a request has the header Content-Type: application/json and is a valid API query. The server will respond with a 400 Bad Request status code if a request does not specify the header Content-Type: application/json OR is a malformed API query.","Amazon S3,Amazon CloudFront,Amazon RDS,Amazon Lambda"
944,"API responses are defined in JSON, specified by [RFC 7159]. A JSON object will be the root of every API response. The response document will contain at least one of the following top-level members: Data: the documentâ€™s â€œprimary data,â€ in this case, the response to the clientâ€™s query. Errors: an array of error objects stating what went wrong with the clientâ€™s request, should any issues arise. The top-level members specified in R4.1.3.3 will not coexist in the same JSON document. If data is present, errors will be absent and vice versa.","Amazon S3,Amazon CloudFront,Amazon RDS,Amazon Lambda"
945,"This unit will receive a text string from the URL parameter.â€‹ This unit will identify important words in the sentence and replace them with generic representations preceded by an escape character. (example: â€œPISBâ€ becomes â€œ$buildingâ€) â€‹This unit will output the sentence as a string, as described in R4. â€‹This unit will output a map of generic representations to the words they replaced.","Amazon S3,Amazon CloudFront,Amazon RDS,Amazon Lambda"
946,"This unit will have a list of generic words related specifically to potential queries (examples: building, professor)","Amazon S3,Amazon CloudFront,Amazon RDS,Amazon Lambda"
947,"An error during this process means there was a problem parsing the sentence and creating the generic question. In this case, return a message such as â€œSorry, I didnâ€™t understand that.â€","Amazon S3,Amazon CloudFront,Amazon RDS,Amazon Lambda"
948,This unit will receive the output sentence from the Generic Question Construction unit as input (R4.2.1.3).,"Amazon S3,Amazon CloudFront,Amazon RDS,Amazon Lambda"
949,This unit will generate a generic answer sentence using the input. (example: â€œWhat time does $building close?â€ becomes â€œ$building closes at $closetime.â€). This unit will output the generic answer sentence described,"Amazon S3,Amazon CloudFront,Amazon RDS,Amazon Lambda"
950,"If there was an error here, then the unit failed to create a generic answer given a generic sentence. In this case, simply fallback to the error handling described in R4.4.2.1","Amazon S3,Amazon CloudFront,Amazon RDS,Amazon Lambda"
951,This unit will receive as input a mapping from the Generic Question Construction unit,"Amazon S3,Amazon CloudFront,Amazon RDS,Amazon Lambda"
952,This unit will receive as input a generic answer from the Generic Answer Construction unit,"Amazon S3,Amazon CloudFront,Amazon RDS,Amazon Lambda"
953,This unit will query the database for data about the elements in the mapping,"Amazon S3,Amazon CloudFront,Amazon RDS,Amazon Lambda"
954,This unit will replace the representations in the generic answer with data.,"Amazon S3,Amazon CloudFront,Amazon RDS,Amazon Lambda"
955,"This unit will output the answer to the original question, as described in R4.4.1.3.","Amazon S3,Amazon CloudFront,Amazon RDS,Amazon Lambda"
956,"If querying the database did not provide an answer, the system will say that it does not have an answer and provide appropriate website link where the user could find the answer. Example message, â€œI donâ€™t know when Rush Building closes, but here is the website of the building.","Amazon S3,Amazon CloudFront,Amazon RDS,Amazon Lambda"
957,"If the system could not find appropriate website associated with the question, the system will return a generic error message such as â€œSorry, I couldnâ€™t find an answer to that.â€","Amazon S3,Amazon CloudFront,Amazon RDS,Amazon Lambda"
958,A MySQL database will be used to store all information required to answer questions.,"Amazon S3,Amazon CloudFront,Amazon RDS,Amazon Lambda"
959,"The database is populated by the information extraction unit before the rest of the system is available, so that all information is readilyaccessible.","Amazon S3,Amazon CloudFront,Amazon RDS,Amazon Lambda"
960,The database will use the generic representations from R4.2.2.1 as table names or column headers for easier retrieval of data.,"Amazon S3,Amazon CloudFront,Amazon RDS,Amazon Lambda"
961,The database will be updated periodically and the API will be unavailable during the update.,"Amazon S3,Amazon CloudFront,Amazon RDS,Amazon Lambda"
962,Structural data sources will have their data stored in our database,"Amazon S3,Amazon CloudFront,Amazon RDS,Amazon Lambda"
963,"For data with enough structuring, web scraping will be used to programmatically extract all the data needed and store it in our database.","Amazon S3,Amazon Glue,Amazon RDS,Amazon Lambda,Amazon Athena"
964,"For totally unstructured information, AI libraries will be used to programmatically extract and store any information possible","Amazon S3,Amazon CloudFront,Amazon RDS,Amazon Lambda"
965,"Data that is especially hard to extract, for whatever reason, will be manually extracted and added to the database by a developer.","Amazon S3,Amazon CloudFront,Amazon RDS,Amazon Lambda"
966,The GUI will have a textbox that will accept inputs from a keyboard.,"Amazon S3,Amazon CloudFront,Amazon RDS,Amazon Lambda"
967,"Text box will originally contain a suggestive text question, to guide the user to the format of an appropriate question. ","Amazon S3,Amazon CloudFront,Amazon RDS,Amazon Lambda"
968,The GUI will have a â€œSendâ€ button which sends text from the textbox to the API when clicked,"Amazon S3,Amazon CloudFront,Amazon RDS,Amazon Lambda"
969,The GUI will have a chat window displaying questions sent to the system and responses from the API.,"Amazon S3,Amazon CloudFront,Amazon RDS,Amazon Lambda"
970,"The chat window will contain all questions and answers from the current session, with a scroll bar if all messages canâ€™t fit on the screen.","Amazon S3,Amazon CloudFront,Amazon RDS,Amazon Lambda,Amazon Chatbot"
971,"If there is a network issue, the chat window will display an error message.","Amazon S3,Amazon CloudFront,Amazon RDS,Amazon Lambda,Amazon Chatbot"
972,There will be a designated phone number that users can send texts to. â€‹,"Amazon S3,Amazon CloudFront,Amazon RDS,Amazon Lambda,Amazon SNS"
973,"Texts sent to that number will be sent to the API, then the system will reply to the user with the answer as another text message.","Amazon S3,Amazon CloudFront,Amazon RDS,Amazon Lambda,Amazon SNS"
